id	speaker	headline	URL	description	transcript_URL	month_filmed	year_filmed	event	duration	date_published	tags
1955	Ed Yong	Zombie roaches and other parasite tales	http://www.ted.com/talks/view/id/1955	"In this fascinating, hilarious and ever-so-slightly creepy talk, science writer Ed Yong tells the story of his favorite parasites -- animals and organisms that live on the bodies (and brains!) of other organisms, causing them to do their bidding. Do humans have them too? Maybe ..."	http://www.ted.com/talks/view/id/1955/transcript?language=en	3	2014	TED2014	0:13:14	3/26/14	"insects,nanoscale,mind,biology,brain,science,microbiology,microbes,animals,biodiversity"
1956	Bran Ferren	"To create for the ages, let's combine art and engineering"	http://www.ted.com/talks/view/id/1956	"When Bran Ferren was just 9, his parents took him to see the Pantheon in Rome -- and it changed everything. In that moment, he began to understand how the tools of science and engineering become more powerful when combined with art, with design and beauty. Ever since, he's been searching for a convincing modern-day equivalent to Rome's masterpiece. Stay tuned to the end of the talk for his unexpected suggestion."	http://www.ted.com/talks/view/id/1956/transcript?language=en	3	2014	TED2014	0:20:12	3/25/14	"ancient world,architecture,engineering,design"
1957	Jennifer Golbeck	"The curly fry conundrum: Why social media ""likes"" say more than you might think"	http://www.ted.com/talks/view/id/1957	"Do you like curly fries? Have you Liked them on Facebook? Watch this talk to find out the surprising things Facebook (and others) can guess about you from your random Likes and Shares. Computer scientist Jennifer Golbeck explains how this came about, how some applications of the technology are not so cute -- and why she thinks we should return the control of information to its rightful owners."	http://www.ted.com/talks/view/id/1957/transcript?language=en	10	2013	TEDxMidAtlantic 2013	0:09:55	4/3/14	"sociology,social media,TEDx,technology,data"
1958	Del Harvey	Protecting Twitter users (sometimes from themselves)	http://www.ted.com/talks/view/id/1958	"Del Harvey heads up Twitterâ€™s Trust and Safety Team, and she thinks all day about how to prevent worst-case scenarios -- abuse, trolling, stalking -- while giving voice to people around the globe. With deadpan humor, she offers a window into how she works to keep 240 million users safe."	http://www.ted.com/talks/view/id/1958/transcript?language=en	3	2014	TED2014	0:09:19	3/27/14	"social media,security,technology"
1959	Hugh Herr	"The new bionics that let us run, climb and dance"	http://www.ted.com/talks/view/id/1959	"Hugh Herr is building the next generation of bionic limbs, robotic prosthetics inspired by nature's own designs. Herr lost both legs in a climbing accident 30 years ago; now, as the head of the MIT Media Labâ€™s Biomechatronics group, he shows his incredible technology in a talk that's both technical and deeply personal -- with the help of ballroom dancer Adrianne Haslet-Davis, who lost her left leg in the 2013 Boston Marathon bombing, and performs again for the first time on the TED stage."	http://www.ted.com/talks/view/id/1959/transcript?language=en	3	2014	TED2014	0:19:00	3/28/14	"prosthetics,dance,exoskeleton,technology"
1960	Lawrence Lessig	The unstoppable walk to political reform	http://www.ted.com/talks/view/id/1960	"Seven years ago, Internet activist Aaron Swartz convinced Lawrence Lessig to take up the fight for political reform. A year after Swartz's tragic death, Lessig continues his campaign to free US politics from the stranglehold of corruption. In this fiery, deeply personal talk, he calls for all citizens to engage, and offers a heartfelt reminder to never give up hope."	http://www.ted.com/talks/view/id/1960/transcript?language=en	3	2014	TED2014	0:13:44	4/4/14	"corruption,politics,democracy,government"
1961	Geena Rocero	Why I must come out	http://www.ted.com/talks/view/id/1961	"When fashion model Geena Rocero first saw a photo of herself in a bikini, ""I thought ... you have arrived!"" As she reveals, thatâ€™s because she was born with the gender assignment ""boy."" In this moving talk, Rocero tells the story of becoming who she always knew she was."	http://www.ted.com/talks/view/id/1961/transcript?language=en	3	2014	TED2014	0:09:59	3/31/14	"fashion,gender,LGBT,Transgender,activism,inequality,identity,beauty"
1962	TED staff	"It's TED, the Musical"	http://www.ted.com/talks/view/id/1962	"Do you have a TED Talk inside, just bursting to come out? Take this tongue-in-cheek musical journey to ""Give Your Talk."" A musical love letter to our speakers -- written, directed and performed by the TED staff."	http://www.ted.com/talks/view/id/1962/transcript?language=en	3	2014	TED in the Field	0:04:37	4/1/14	"dance,genetics,music"
1963	Allan Adams	The discovery that could rewrite physics	http://www.ted.com/talks/view/id/1963	"On March 17, 2014, a group of physicists announced a thrilling discovery: the ""smoking gun"" data for the idea of an inflationary universe, a clue to the Big Bang. For non-physicists, what does it mean? TED asked Allan Adams to briefly explain the results, in this improvised talk illustrated by Randall Munroe of xkcd."	http://www.ted.com/talks/view/id/1963/transcript?language=en	3	2014	TED2014	0:04:42	4/1/14	"universe,space,big bang,astronomy,physics,time"
1964	Bill and Melinda Gates	Why giving away our wealth has been the most satisfying thing we've done	http://www.ted.com/talks/view/id/1964	"In 1993, Bill and Melinda Gates took a walk on the beach and made a big decision: to give their Microsoft wealth back to society. In conversation with Chris Anderson, the couple talks about their work at the Bill & Melinda Gates Foundation, as well as their marriage, their children, their failures and the satisfaction of giving most of their money away."	http://www.ted.com/talks/view/id/1964/transcript?language=en	3	2014	TED2014	0:25:00	4/2/14	"philanthropy,money,relationships,activism,business"
1965	Christopher Emdin	Teach teachers how to create magic	http://www.ted.com/talks/view/id/1965	"What do rap shows, barbershop banter and Sunday services have in common? As Christopher Emdin says, they all hold the secret magic to enthrall and teach at the same time -- and it's a skill we often don't teach to educators. A longtime teacher himself, now a science advocate and cofounder of Science Genius B.A.T.T.L.E.S. with the GZA of the Wu-Tang Clan, Emdin offers a vision to make the classroom come alive."	http://www.ted.com/talks/view/id/1965/transcript?language=en	10	2013	TED@NYC	0:06:54	4/8/14	"presentation,magic,education,innovation,religion,social change,science,teaching,storytelling"
1966	Amanda Burden	How public spaces make cities work	http://www.ted.com/talks/view/id/1966	"More than 8 million people are crowded together to live in New York City. What makes it possible? In part, itâ€™s the cityâ€™s great public spaces -- from tiny pocket parks to long waterfront promenades -- where people can stroll and play. Amanda Burden helped plan some of the cityâ€™s newest public spaces, drawing on her experience as, surprisingly, an animal behaviorist. She shares the unexpected challenges of planning parks people love -- and why it's important."	http://www.ted.com/talks/view/id/1966/transcript?language=en	3	2014	TED2014	0:18:28	4/7/14	"architecture,cities"
1969	Louie Schwartzberg	Hidden miracles of the natural world	http://www.ted.com/talks/view/id/1969	"We live in a world of unseeable beauty, so subtle and delicate that it is imperceptible to the human eye. To bring this invisible world to light, filmmaker Louie Schwartzberg bends the boundaries of time and space with high-speed cameras, time lapses and microscopes. At TED2014, he shares highlights from his latest project, a 3D film titled ""Mysteries of the Unseen World,"" which slows down, speeds up, and magnifies the astonishing wonders of nature."	http://www.ted.com/talks/view/id/1969/transcript?language=en	3	2014	TED2014	0:07:24	4/9/14	"insects,nanoscale,photography,film,bacteria,nature"
1971	David Sengeh	The sore problem of prosthetic limbs	http://www.ted.com/talks/view/id/1971	"What drove David Sengeh to create a more comfortable prosthetic limb? He grew up in Sierra Leone, and too many of the people he loves are missing limbs after the brutal civil war there. When he noticed that people who had prosthetics werenâ€™t actually wearing them, the TED Fellow set out to discover why -- and to solve the problem with his team from the MIT Media Lab."	http://www.ted.com/talks/view/id/1971/transcript?language=en	3	2014	TED2014	0:04:43	4/10/14	"prosthetics,Senses,global issues,technology,TED Fellows"
1972	Gabby Giffords and Mark Kelly	Be passionate. Be courageous. Be your best.	http://www.ted.com/talks/view/id/1972	"On January 8, 2011, Congresswoman Gabby Giffords was shot in the head while meeting constituents in her home town of Tucson, Arizona. Her husband, the astronaut Mark Kelly, immediately flew to be by her side. In this emotional conversation with Pat Mitchell, the pair describe their lives both before and after the accident -- and describe their views on responsible gun ownership."	http://www.ted.com/talks/view/id/1972/transcript?language=en	3	2014	TED2014	0:18:48	4/11/14	"violence,politics"
1973	David Brooks	Should you live for your rÃ©sumÃ© ... or your eulogy?	http://www.ted.com/talks/view/id/1973	"Within each of us are two selves, suggests David Brooks in this meditative short talk: the self who craves success, who builds a rÃ©sumÃ©, and the self who seeks connection, community, love -- the values that make for a great eulogy. (Joseph Soloveitchik has called these selves ""Adam I"" and ""Adam II."") Brooks asks: Can we balance these two selves?"	http://www.ted.com/talks/view/id/1973/transcript?language=en	3	2014	TED2014	0:05:01	4/14/14	"philosophy,success,psychology,self"
